id,text,BIO_anno,class
3518,看着还行啊，毕竟单币卡里面要找个终免的还是横版卡面很难的，其他要么是多币卡要么是竖版的终免卡，我就...,O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O,2
6452,那消了吧没什么意思了,O O O O O O O O O O,2
7129,我的邮政账户经理，,O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O O O,2
66,能下卡的都是优质客户！,O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
5344,有点乱我的显示是可以分期10万借了5万??固定额度按照可以分期款x2显示的并不是按照你借了多少来的不知道这个是系统直接生成还是人工就是怕授信显示太高才弄5万结果...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O,2
5881,不用，之前用过，还打电话给我呢，我说没留都扔了，后面也没事，所以安心,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
4765,别申请了，不然越陷越深，还是找个工作或者门路把，我以前12行卡，欠了几十万，还有各种网贷，总共50多万，...,O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ O O O O O,2
4326,我们的是中行来单位推荐的人手一张申请到收卡3周,O O O O B-BANK I-BANK O O O O O O O O O O O O O O B-PRODUCT O O,2
1116,农行15k,B-BANK I-BANK O O O,2
3696,哎，这里也来屠版了,O O O O O O O O O,2
284,一般都没有首付这东西了，我这边的银行直接和我谈的免首付，免分期費,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O,2
6681,看到有人说最近没了，但似乎是app上付的没了。MCC对的情况下，有最近实测线下applepay算多倍的吗？另外二维码被扫都算吧？,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O,2
1021,上个月刚申了4行，有房有车，额度应该还可以吧,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
1019,那只有那个装修预审批对的上啊平时都是购车和装修是固定额度的6倍，分期通是3倍，不知道你这咋给的,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O,2
6841,网点可以制卡？,O O O O B-COMMENTS_N I-COMMENTS_N O,2
2398,你打电话应该不能给你减免和分期了，你不是说都起诉了么,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O O O O O O O O O O O,2
5010,去曲线香白吧??起步价很爽的????精英白就算了??年费嗷嗷高??积分特难搞??权益还一般,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O,2
2249,招个黑房子概括的太高真恶心,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
6837,直接批准注销了，我有资质的银行不喜欢,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
2114,确实我记得当时要我存1000办张储蓄卡,O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
3653,首年免吧？基本每个银行信用卡都是的,O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
1827,5月份参与了5万档一共抽了380块，招行的活动很给力哦,O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
5343,申请的招商银行已经显示总授信太高拒绝了，论坛大佬都说是显示40万，民生APP里面的固定额度也变成46了,O O O B-BANK I-BANK I-BANK I-BANK O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
5690,你做了什么？额度成这这样了,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
2386,基本稳亏不赚，现在的活动越来越狗了,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,2
2238,半年没申了啊，不想搞了，感觉不能成功,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
160,我们这里是.4，东北的，感觉是地区，毕竟推广短信是群发，短信就说了费率。问问小银行，很可能有低的，但是小银行推广力度一般不够...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O,2
4923,难道还与芝麻分有关？芝麻新用高的话就好申请？,O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O,2
656,因为任务量飙升，不放水就完成不了kpi?我明白了...,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O,2
958,我反正最近几个月点的提额都是无征信拒,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ,2
2563,我今天也收到了，要去网点更新职业信息，APP上都操作不了。去网点成功率高吧,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ O,2
1701,别人的卡。。。心大了无此经历给不了建议。,O O O B-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,2
2140,用过一次2期，然后就提额度了。,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
3864,没放砖……常年卡里就100块不到，哈哈,O O O O O O O B-PRODUCT O O O O O O O O O O O,2
6529,不用怕，专心上班工作就完了，他查他的最多就是起诉，没什么,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
5059,你不借10万，借2万就不会那么高,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
914,貌似即使不达标星级最撇也会保持在4星？应该是的，工商的星际就保持的不错,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,1
1176,在哪报名这个活动，我也想参加招行的这搞活动,O O O O O O O O O O O O O O B-BANK I-BANK O O O O O,2
1404,兄弟你看下是哪个电话打过来协商的，我也工行的不协商啊,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
3213,提前还款，有个违约金,O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
2692,您好！由于疫情的原因，今年我们单位刚刚复工，信用卡无力偿还，蒲发银行催收电话己严重影响我生产生活。请问我该怎么小...,O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O,2
4971,试试？是不是秒批？中信必须秒啊,O O O O O O O O O B-BANK I-BANK O O O O,1
1172,牛逼??我下卡6000,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
3286,就像中行0001，原来是年消费2万免年费，现在APP显示消费满12笔就免。????你要是打中行客服，他们有可能告诉你0001消费2万免年费。...,O O B-BANK I-BANK O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O,2
1371,你这个可以，比那个发e融借的利率低,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ,2
2896,我信用卡有额度，一直是3k，非常稳定,O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
1667,首先四大行有的话必须留，其次是招商。其他的无所谓了,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2
5950,招商银行星座守护信用卡——墨蓝宇宙卡面，将星河收在眼前,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O,2
4143,不上征信，只是占用信用卡额度,O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N,2
6786,老哥你之前不是说去三水不用任何东西吗？,O O O O O O O O O O O O O O O O O O O,2
3038,直接回短信就能查询了??ed后面4个位数,O O O O O O O O O O O O O O O O O O O O,2
6596,还完销吧。。注销了吧,O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
1385,招商咋刷的，我的下卡6000提到10000后两年不提了,B-BANK I-BANK O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O,2
1983,我也收到这个邮件了，电话里和招商那边说还不上剩下的，挂掉电话就给我发来邮件，这是催收手段还是真的在做...,O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,0
3843,给客服电话，上传征信前有机会，每月定期传的,O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT O O,2
1016,额度是三万吗目前,B-COMMENTS_N I-COMMENTS_N O O O O O O,2
3762,我打电话投诉了。网点让我星期一去办，这浦发真的是非要投诉才可以,O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O,0
4000,？？？这是哪个银行，有点坑人啊,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
2442,工商40000????工商10000????农行36000??,B-BANK I-BANK O O O O O O O O O B-BANK I-BANK O O O O O O O O O B-BANK I-BANK O O O O O O O,2
1509,我12月份下的卡，一直有临额今天到期临时额度没有了，这个月刚好是调额月，怕进黑屋,O O O O O O O B-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O,2
6305,恒丰菜卡3000已注销，这个还有机会吗？请问一下你们都要多久,B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
216,直接医院刷10w？那会不会被建行查呀,O O O O O O O O O O O O O O B-BANK I-BANK O O,2
2225,无损取现大法啊，实际就是免年费的,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
432,又一大波被建行收割人头的的正在赶来～,O O O O O B-BANK I-BANK O O O O O O O O O O O,2
2743,除了房车存款，其他的都是象征性走流程，所以额度也很高的,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
1129,性别优势，负债低，稳定工作，五险一金，总结完毕。,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,2
1304,额度没要求.就是想要权益,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2
3612,好上吗？是继续申卡还是提额？,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O,2
1333,本金吗，还是一期的，我本金1万6逾期三月电话没接过，只联系紧急联系人，发什么信息我都没管，然后3个月后直接上海信访了，招商就跟我协商了??分了25期??停催...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
3153,黑白菜是两个账户吗？万事达不是十几个账户吗,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
4855,是这两个，微信支付宝扫66达标，目前有名额,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O,2
1567,秀儿，你这太优秀了,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6908,你是什么卡种，建行的龙卡,O O O O B-PRODUCT O O B-BANK I-BANK O B-PRODUCT I-PRODUCT,2
4880,刷卡吊打分期,B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT,2
1535,上次提还是4.30号，额度还比较满意,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
4962,民生我协商过，必须等到逾期后才可以协商，而且低于20000的基本上不会同意停息挂账,B-BANK I-BANK O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O,2
4650,我也是在0322网点申请的。半个月都是这样。当时我等了十几天就发到我单位了，效率还可以吧,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2
5645,每还一期账单，总额度就会减少一期的额，而且还占授信总额，又不是固定额度提到了12W，有什么好开心的,O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O,0
5109,万年秒拒我的银行,O O O B-COMMENTS_ADJ O O O O,2
2051,有临额应该是没黑。,O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
1757,13年都没提，还不就这样了，注销了吧,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
465,本来是给你的。?刚给我卡的人跟我说最好刷别人的卡，然后拿现金,O O O O O O O O O O O B-PRODUCT O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-PRODUCT O O O O O O,2
148,卡多的，就用冷冻大法,B-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
4866,20年7月下招商12k,O O O O O O B-BANK I-BANK O O O,2
5724,没必要，白白给年费，你是钱多吗,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,0
2260,房产净值255??还是总值255??这条件不错了啊??应该能过吧,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,1
4622,傻养农行的流水,O O B-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N,2
3507,你几个进度条？我距离放款估计半个月，反正期房越晚越好,O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
915,我现在还是5星呢，已经一年多的空卡了，牛叉了,O O O O O O O O O O O O O O O O B-PRODUCT O O O O O,2
2089,现在都没有保本这种东西了，银保监会不允许，但其实利率在4%左右的随便哪种基本不会亏钱，我买了8，9年了从没亏过。,O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O B-COMMENTS_ADJ O O,2
6453,哈哈哈，看来拜仁卡不好申请,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N,2
4177,现在手里两张卡，金卡9W变3W，但是还有张白金卡显示额度还是9W，现在怎么操作才能保证白金卡额度不受影响呢？新,O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
6087,这个白金有点水，学生申请是金卡。我也是白金，额度只有1.3w,O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
2482,可以升级，继续提额，鸟白可以用起来,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O O O O,2
57,额度太低了，小贱提额太难了,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
8,这个短债只是用来提升信誉刷建行预审批的，又不是什么赚钱的基金。也只有建行有卖，我买过，不但不赚钱还会亏本的。...,O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-BANK I-BANK O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,0
7295,昨晚申请今早电话。问公司名字，忘记写的哪家，三家都报了一遍。然后问三家都是做啥业务的。填的那家什么职…懵逼了,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
330,没有呢，我申请的浦发一直都没下来,O O O O O O O O B-BANK I-BANK O O O O O O,2
1247,三十年下来要还三百五六吧，这个利息好高,O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ,2
4077,为啥不接电话？不接受分期就完事了，一直不接电话代表长期联系不上，属于风险客户。轻则降额，重则封卡。,O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O,2
4917,以前销过卡？注销过不行吧,O O O O B-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O,2
255,稳了我感觉最低都有3.8万以上,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2
3041,买理财也不能升星了？,O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ O O O,2
3802,工商星座卡_33k,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
2371,何必非要招商一棵树上吊死呢？中行爱你，好好对它不好吗？,O O O O B-BANK I-BANK O O O O O B-COMMENTS_ADJ O O B-BANK I-BANK B-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
6638,我基本不去查征信，很久以前查过一次，看到2015年还是多久的网商贷记录还有，妈的贷款几十块几百块记录一大堆，我都无语了。应该是没有什么小贷的，只碰过京东啊借呗网商...,O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O,0
6485,打了电话说明查了征信的了这个月查询不重要,O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O,2
3446,从融e借把钱贷出来，信用卡就可以调额，然后额度调平了把钱还回去。,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2
7157,等待期间你可以干些其它事情啊。,O O O O O O O O O O O O O O O,2
4559,平安18k建行16k花旗44k,B-BANK I-BANK O O O B-BANK I-BANK O O O B-BANK I-BANK O O O,2
5543,资质好吧？我没社保公积金。。。。,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
5578,比网贷划算的,O B-PRODUCT I-PRODUCT O O O,2
7186,哦，那就要慢慢提额度么？,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O,2
496,宁波可以吗，我在这边办的信用卡,O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
412,预批名额怎么了，交通银行会快点吧,O O O O O O O O B-BANK I-BANK I-BANK I-BANK O B-COMMENTS_ADJ O O,2
2326,你是逾期协商还是？我没逾期，但进了黑屋，不让分期，每个月只能够还最低，利息1000左右，坑的不要不要的。想协商给与分期啊。有没有成功的大神指点一二？...,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O,0
6772,年化超过8%的都不鸟它,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2
3594,我黑龙江的卡五一时候去山东办激活开手机银行都可以，建行有一张卡当年忘加挂手机银行了，回苏州建行网点告诉我要居住证明，工作证明，社保证明才能开，就连加挂都等同于...,O O O O O B-PRODUCT O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-BANK I-BANK O O O B-PRODUCT O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1695,我的20天了，没打电话给我，也没说有卡员上门，进度跟你的一样，先是预约申请，现在正在资料审核中，有的人进度是一栏一栏的排下来，我的就只有一栏显示，没仔细看还以为进...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O,2
4986,留着等他新的羊毛出来不好吗？,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
7506,不是要区号吗？怎么填手机号,O O O O O O O O O O O O O,2
3922,同昆明我给你支个招，你去北京路支行开个财富卡，然后就是六星，平常多用这个卡，消费，三个月左右，就能下了，我一个学生，用这个方法，下卡20k，...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
5495,我经常小额多笔，每次提额都是1000-2000的幅度，你这是什么姿势？,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O,2
7172,不是吧，我刚给我媳妇邀请办了批了5w，我妹前两年也是电话邀请办的下卡1.5w，飞速提额。现在都10w+了。但是去年老限制交易金额，就没怎么用了...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2
3545,优秀资质，工行有多少钻？,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-BANK I-BANK O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
734,没用，四大互不参照，我说的和大山相近的额度是有建行本行的信用卡，且额度8万或者以上+的建行卡，申请这个差不多都是秒批，等于说是升等...,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O B-BANK I-BANK O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-BANK I-BANK O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_ADJ O O O O,2
1415,满6个砖才有一次抽奖，保底60r。6*55=330r，你自己算合不合适。工商银行的,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O,2
738,权益用得上就要，大山很少放水，都是支行独立审核,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
3863,e借跟信用卡额度一样，怎么提额,O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N,2
2485,一般来说抄段话，签个字，视频验证下就好了,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
1038,银行的存款卡？留着吧，以后都不好申请了,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
5946,除了额度原因，招行能够通过现金分期实现快速提额毕业，也比较适合入门级卡友,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2
730,最简单的就是有张卡额度和大山相近，直接批，还有最低起批8万，没到10,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2
2289,以前的招商很好提，现在没有那么好提了，当初下卡8000,O O O B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,1
5128,1，原始不占用额度的账单分期。,O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O,2
1002,充刷，三个月后打电话提额，亲测有效,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
3938,货款、信用卡申请查询多了,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O,2
2925,对呀，工商银行信用卡客服给我就是这么说的，异地续卡。激活要来开户行激活。或者用优盾或密码器在网上激活。,O O O B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
